Police Beat,CRIME_TYPE,CRIME_DESCRIPTION,STAT_VALUE,REPORT_DATE,Sector,Precinct,Row_Value_ID
R2,Burglary,Burglary,16,04/01/2013,R,SE,"23,205"
R3,Homicide,Homicide,0,04/01/2013,R,SE,"23,206"
R3,Rape,Rape,0,04/01/2013,R,SE,"23,207"
R3,Robbery,Robbery,3,04/01/2013,R,SE,"23,208"
R3,Assault,Assault,2,04/01/2013,R,SE,"23,209"
R3,Larceny-Theft,Larceny-Theft,22,04/01/2013,R,SE,"23,210"
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,04/01/2013,R,SE,"23,211"
R3,Burglary,Burglary,15,04/01/2013,R,SE,"23,212"
S1,Homicide,Homicide,0,04/01/2013,S,SE,"23,213"
S1,Rape,Rape,0,04/01/2013,S,SE,"23,214"
S1,Robbery,Robbery,5,04/01/2013,S,SE,"23,215"
S1,Assault,Assault,4,04/01/2013,S,SE,"23,216"
S1,Larceny-Theft,Larceny-Theft,11,04/01/2013,S,SE,"23,217"
S1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,04/01/2013,S,SE,"23,218"
S1,Burglary,Burglary,8,04/01/2013,S,SE,"23,219"
S2,Homicide,Homicide,1,04/01/2013,S,SE,"23,220"
S2,Rape,Rape,0,04/01/2013,S,SE,"23,221"
S2,Robbery,Robbery,9,04/01/2013,S,SE,"23,222"
S2,Assault,Assault,8,04/01/2013,S,SE,"23,223"
S2,Larceny-Theft,Larceny-Theft,30,04/01/2013,S,SE,"23,224"
S2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,04/01/2013,S,SE,"23,225"
S2,Burglary,Burglary,10,04/01/2013,S,SE,"23,226"
S3,Homicide,Homicide,0,04/01/2013,S,SE,"23,227"
S3,Rape,Rape,1,04/01/2013,S,SE,"23,228"
S3,Robbery,Robbery,1,04/01/2013,S,SE,"23,229"
S3,Assault,Assault,3,04/01/2013,S,SE,"23,230"
S3,Larceny-Theft,Larceny-Theft,22,04/01/2013,S,SE,"23,231"
S3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,04/01/2013,S,SE,"23,232"
S3,Burglary,Burglary,12,04/01/2013,S,SE,"23,233"
F1,Homicide,Homicide,0,04/01/2013,F,SW,"23,234"
F1,Rape,Rape,0,04/01/2013,F,SW,"23,235"
F1,Robbery,Robbery,1,04/01/2013,F,SW,"23,236"
F1,Assault,Assault,4,04/01/2013,F,SW,"23,237"
F1,Larceny-Theft,Larceny-Theft,18,04/01/2013,F,SW,"23,238"
F1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,04/01/2013,F,SW,"23,239"
F1,Burglary,Burglary,5,04/01/2013,F,SW,"23,240"
F2,Homicide,Homicide,0,04/01/2013,F,SW,"23,241"
F2,Rape,Rape,0,04/01/2013,F,SW,"23,242"
F2,Robbery,Robbery,4,04/01/2013,F,SW,"23,243"
F2,Assault,Assault,4,04/01/2013,F,SW,"23,244"
F2,Larceny-Theft,Larceny-Theft,23,04/01/2013,F,SW,"23,245"
F2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,04/01/2013,F,SW,"23,246"
F2,Burglary,Burglary,4,04/01/2013,F,SW,"23,247"
F3,Homicide,Homicide,0,04/01/2013,F,SW,"23,248"
F3,Rape,Rape,0,04/01/2013,F,SW,"23,249"
F3,Robbery,Robbery,2,04/01/2013,F,SW,"23,250"
F3,Assault,Assault,8,04/01/2013,F,SW,"23,251"
F3,Larceny-Theft,Larceny-Theft,22,04/01/2013,F,SW,"23,252"
F3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,04/01/2013,F,SW,"23,253"
F3,Burglary,Burglary,13,04/01/2013,F,SW,"23,254"
W1,Homicide,Homicide,0,04/01/2013,W,SW,"23,255"
W1,Rape,Rape,0,04/01/2013,W,SW,"23,256"
W1,Robbery,Robbery,1,04/01/2013,W,SW,"23,257"
W1,Assault,Assault,2,04/01/2013,W,SW,"23,258"
W1,Larceny-Theft,Larceny-Theft,19,04/01/2013,W,SW,"23,259"
W1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",9,04/01/2013,W,SW,"23,260"
W1,Burglary,Burglary,11,04/01/2013,W,SW,"23,261"
W2,Homicide,Homicide,0,04/01/2013,W,SW,"23,262"
W2,Rape,Rape,0,04/01/2013,W,SW,"23,263"
W2,Robbery,Robbery,0,04/01/2013,W,SW,"23,264"
W2,Assault,Assault,2,04/01/2013,W,SW,"23,265"
W2,Larceny-Theft,Larceny-Theft,24,04/01/2013,W,SW,"23,266"
W2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,04/01/2013,W,SW,"23,267"
W2,Burglary,Burglary,14,04/01/2013,W,SW,"23,268"
W3,Homicide,Homicide,0,04/01/2013,W,SW,"23,269"
W3,Rape,Rape,0,04/01/2013,W,SW,"23,270"
W3,Robbery,Robbery,0,04/01/2013,W,SW,"23,271"
W3,Assault,Assault,4,04/01/2013,W,SW,"23,272"
W3,Larceny-Theft,Larceny-Theft,26,04/01/2013,W,SW,"23,273"
W3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,04/01/2013,W,SW,"23,274"
W3,Burglary,Burglary,12,04/01/2013,W,SW,"23,275"
B1,Homicide,Homicide,0,05/01/2013,B,N,"23,276"
B1,Rape,Rape,0,05/01/2013,B,N,"23,277"
B1,Robbery,Robbery,1,05/01/2013,B,N,"23,278"
B1,Assault,Assault,1,05/01/2013,B,N,"23,279"
B1,Larceny-Theft,Larceny-Theft,33,05/01/2013,B,N,"23,280"
B1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,05/01/2013,B,N,"23,281"
B1,Burglary,Burglary,11,05/01/2013,B,N,"23,282"
B2,Homicide,Homicide,0,05/01/2013,B,N,"23,283"
B2,Rape,Rape,0,05/01/2013,B,N,"23,284"
B2,Robbery,Robbery,3,05/01/2013,B,N,"23,285"
B2,Assault,Assault,2,05/01/2013,B,N,"23,286"
B2,Larceny-Theft,Larceny-Theft,39,05/01/2013,B,N,"23,287"
B2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,05/01/2013,B,N,"23,288"
B2,Burglary,Burglary,14,05/01/2013,B,N,"23,289"
B3,Homicide,Homicide,0,05/01/2013,B,N,"23,290"
B3,Rape,Rape,0,05/01/2013,B,N,"23,291"
B3,Robbery,Robbery,0,05/01/2013,B,N,"23,292"
B3,Assault,Assault,1,05/01/2013,B,N,"23,293"
B3,Larceny-Theft,Larceny-Theft,31,05/01/2013,B,N,"23,294"
B3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,05/01/2013,B,N,"23,295"
B3,Burglary,Burglary,17,05/01/2013,B,N,"23,296"
J1,Homicide,Homicide,0,05/01/2013,J,N,"23,297"
J1,Rape,Rape,1,05/01/2013,J,N,"23,298"
J1,Robbery,Robbery,0,05/01/2013,J,N,"23,299"
J1,Assault,Assault,1,05/01/2013,J,N,"23,300"
J1,Larceny-Theft,Larceny-Theft,36,05/01/2013,J,N,"23,301"
J1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",19,05/01/2013,J,N,"23,302"
J1,Burglary,Burglary,20,05/01/2013,J,N,"23,303"
J2,Homicide,Homicide,0,05/01/2013,J,N,"23,304"
J2,Rape,Rape,0,05/01/2013,J,N,"23,305"
J2,Robbery,Robbery,0,05/01/2013,J,N,"23,306"
J2,Assault,Assault,5,05/01/2013,J,N,"23,307"
J2,Larceny-Theft,Larceny-Theft,30,05/01/2013,J,N,"23,308"
J2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,05/01/2013,J,N,"23,309"
J2,Burglary,Burglary,15,05/01/2013,J,N,"23,310"
J3,Homicide,Homicide,1,05/01/2013,J,N,"23,311"
J3,Rape,Rape,0,05/01/2013,J,N,"23,312"
J3,Robbery,Robbery,1,05/01/2013,J,N,"23,313"
J3,Assault,Assault,2,05/01/2013,J,N,"23,314"
J3,Larceny-Theft,Larceny-Theft,19,05/01/2013,J,N,"23,315"
J3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",12,05/01/2013,J,N,"23,316"
J3,Burglary,Burglary,37,05/01/2013,J,N,"23,317"
L1,Homicide,Homicide,0,05/01/2013,L,N,"23,318"
L1,Rape,Rape,0,05/01/2013,L,N,"23,319"
L1,Robbery,Robbery,1,05/01/2013,L,N,"23,320"
L1,Assault,Assault,4,05/01/2013,L,N,"23,321"
L1,Larceny-Theft,Larceny-Theft,29,05/01/2013,L,N,"23,322"
L1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,L,N,"23,323"
L1,Burglary,Burglary,12,05/01/2013,L,N,"23,324"
L2,Homicide,Homicide,0,05/01/2013,L,N,"23,325"
L2,Rape,Rape,1,05/01/2013,L,N,"23,326"
L2,Robbery,Robbery,4,05/01/2013,L,N,"23,327"
L2,Assault,Assault,3,05/01/2013,L,N,"23,328"
L2,Larceny-Theft,Larceny-Theft,34,05/01/2013,L,N,"23,329"
L2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",13,05/01/2013,L,N,"23,330"
L2,Burglary,Burglary,18,05/01/2013,L,N,"23,331"
L3,Homicide,Homicide,0,05/01/2013,L,N,"23,332"
L3,Rape,Rape,0,05/01/2013,L,N,"23,333"
L3,Robbery,Robbery,2,05/01/2013,L,N,"23,334"
L3,Assault,Assault,1,05/01/2013,L,N,"23,335"
L3,Larceny-Theft,Larceny-Theft,20,05/01/2013,L,N,"23,336"
L3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,05/01/2013,L,N,"23,337"
L3,Burglary,Burglary,29,05/01/2013,L,N,"23,338"
N1,Homicide,Homicide,0,05/01/2013,N,N,"23,339"
N1,Rape,Rape,0,05/01/2013,N,N,"23,340"
N1,Robbery,Robbery,1,05/01/2013,N,N,"23,341"
N1,Assault,Assault,3,05/01/2013,N,N,"23,342"
N1,Larceny-Theft,Larceny-Theft,30,05/01/2013,N,N,"23,343"
N1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,05/01/2013,N,N,"23,344"
N1,Burglary,Burglary,17,05/01/2013,N,N,"23,345"
N2,Homicide,Homicide,1,05/01/2013,N,N,"23,346"
N2,Rape,Rape,0,05/01/2013,N,N,"23,347"
N2,Robbery,Robbery,2,05/01/2013,N,N,"23,348"
N2,Assault,Assault,5,05/01/2013,N,N,"23,349"
N2,Larceny-Theft,Larceny-Theft,28,05/01/2013,N,N,"23,350"
N2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,N,N,"23,351"
N2,Burglary,Burglary,11,05/01/2013,N,N,"23,352"
N3,Homicide,Homicide,0,05/01/2013,N,N,"23,353"
N3,Rape,Rape,0,05/01/2013,N,N,"23,354"
N3,Robbery,Robbery,3,05/01/2013,N,N,"23,355"
N3,Assault,Assault,2,05/01/2013,N,N,"23,356"
N3,Larceny-Theft,Larceny-Theft,64,05/01/2013,N,N,"23,357"
N3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",16,05/01/2013,N,N,"23,358"
N3,Burglary,Burglary,11,05/01/2013,N,N,"23,359"
U1,Homicide,Homicide,0,05/01/2013,U,N,"23,360"
U1,Rape,Rape,0,05/01/2013,U,N,"23,361"
U1,Robbery,Robbery,2,05/01/2013,U,N,"23,362"
U1,Assault,Assault,2,05/01/2013,U,N,"23,363"
U1,Larceny-Theft,Larceny-Theft,44,05/01/2013,U,N,"23,364"
U1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",23,05/01/2013,U,N,"23,365"
U1,Burglary,Burglary,26,05/01/2013,U,N,"23,366"
U2,Homicide,Homicide,0,05/01/2013,U,N,"23,367"
U2,Rape,Rape,0,05/01/2013,U,N,"23,368"
U2,Robbery,Robbery,2,05/01/2013,U,N,"23,369"
U2,Assault,Assault,5,05/01/2013,U,N,"23,370"
U2,Larceny-Theft,Larceny-Theft,48,05/01/2013,U,N,"23,371"
U2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",17,05/01/2013,U,N,"23,372"
U2,Burglary,Burglary,18,05/01/2013,U,N,"23,373"
U3,Homicide,Homicide,0,05/01/2013,U,N,"23,374"
U3,Rape,Rape,0,05/01/2013,U,N,"23,375"
U3,Robbery,Robbery,2,05/01/2013,U,N,"23,376"
U3,Assault,Assault,1,05/01/2013,U,N,"23,377"
U3,Larceny-Theft,Larceny-Theft,38,05/01/2013,U,N,"23,378"
U3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,05/01/2013,U,N,"23,379"
U3,Burglary,Burglary,24,05/01/2013,U,N,"23,380"
D1,Homicide,Homicide,0,05/01/2013,D,W,"23,381"
D1,Rape,Rape,1,05/01/2013,D,W,"23,382"
D1,Robbery,Robbery,3,05/01/2013,D,W,"23,383"
D1,Assault,Assault,7,05/01/2013,D,W,"23,384"
D1,Larceny-Theft,Larceny-Theft,51,05/01/2013,D,W,"23,385"
D1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",11,05/01/2013,D,W,"23,386"
D1,Burglary,Burglary,12,05/01/2013,D,W,"23,387"
D2,Homicide,Homicide,0,05/01/2013,D,W,"23,388"
D2,Rape,Rape,0,05/01/2013,D,W,"23,389"
D2,Robbery,Robbery,3,05/01/2013,D,W,"23,390"
D2,Assault,Assault,2,05/01/2013,D,W,"23,391"
D2,Larceny-Theft,Larceny-Theft,51,05/01/2013,D,W,"23,392"
D2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",10,05/01/2013,D,W,"23,393"
D2,Burglary,Burglary,12,05/01/2013,D,W,"23,394"
D3,Homicide,Homicide,0,05/01/2013,D,W,"23,395"
D3,Rape,Rape,0,05/01/2013,D,W,"23,396"
D3,Robbery,Robbery,4,05/01/2013,D,W,"23,397"
D3,Assault,Assault,5,05/01/2013,D,W,"23,398"
D3,Larceny-Theft,Larceny-Theft,41,05/01/2013,D,W,"23,399"
D3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,05/01/2013,D,W,"23,400"
D3,Burglary,Burglary,14,05/01/2013,D,W,"23,401"
K1,Homicide,Homicide,0,05/01/2013,K,W,"23,402"
K1,Rape,Rape,0,05/01/2013,K,W,"23,403"
K1,Robbery,Robbery,5,05/01/2013,K,W,"23,404"
K1,Assault,Assault,3,05/01/2013,K,W,"23,405"
K1,Larceny-Theft,Larceny-Theft,86,05/01/2013,K,W,"23,406"
K1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,05/01/2013,K,W,"23,407"
K1,Burglary,Burglary,0,05/01/2013,K,W,"23,408"
K2,Homicide,Homicide,0,05/01/2013,K,W,"23,409"
K2,Rape,Rape,0,05/01/2013,K,W,"23,410"
K2,Robbery,Robbery,1,05/01/2013,K,W,"23,411"
K2,Assault,Assault,6,05/01/2013,K,W,"23,412"
K2,Larceny-Theft,Larceny-Theft,28,05/01/2013,K,W,"23,413"
K2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,05/01/2013,K,W,"23,414"
K2,Burglary,Burglary,2,05/01/2013,K,W,"23,415"
K3,Homicide,Homicide,0,05/01/2013,K,W,"23,416"
K3,Rape,Rape,0,05/01/2013,K,W,"23,417"
K3,Robbery,Robbery,0,05/01/2013,K,W,"23,418"
K3,Assault,Assault,1,05/01/2013,K,W,"23,419"
K3,Larceny-Theft,Larceny-Theft,29,05/01/2013,K,W,"23,420"
K3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",2,05/01/2013,K,W,"23,421"
K3,Burglary,Burglary,4,05/01/2013,K,W,"23,422"
M1,Homicide,Homicide,0,05/01/2013,M,W,"23,423"
M1,Rape,Rape,0,05/01/2013,M,W,"23,424"
M1,Robbery,Robbery,6,05/01/2013,M,W,"23,425"
M1,Assault,Assault,2,05/01/2013,M,W,"23,426"
M1,Larceny-Theft,Larceny-Theft,29,05/01/2013,M,W,"23,427"
M1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,M,W,"23,428"
M1,Burglary,Burglary,6,05/01/2013,M,W,"23,429"
M2,Homicide,Homicide,0,05/01/2013,M,W,"23,430"
M2,Rape,Rape,0,05/01/2013,M,W,"23,431"
M2,Robbery,Robbery,5,05/01/2013,M,W,"23,432"
M2,Assault,Assault,14,05/01/2013,M,W,"23,433"
M2,Larceny-Theft,Larceny-Theft,81,05/01/2013,M,W,"23,434"
M2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",0,05/01/2013,M,W,"23,435"
M2,Burglary,Burglary,9,05/01/2013,M,W,"23,436"
M3,Homicide,Homicide,0,05/01/2013,M,W,"23,437"
M3,Rape,Rape,0,05/01/2013,M,W,"23,438"
M3,Robbery,Robbery,5,05/01/2013,M,W,"23,439"
M3,Assault,Assault,7,05/01/2013,M,W,"23,440"
M3,Larceny-Theft,Larceny-Theft,77,05/01/2013,M,W,"23,441"
M3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,05/01/2013,M,W,"23,442"
M3,Burglary,Burglary,8,05/01/2013,M,W,"23,443"
Q1,Homicide,Homicide,0,05/01/2013,Q,W,"23,444"
Q1,Rape,Rape,0,05/01/2013,Q,W,"23,445"
Q1,Robbery,Robbery,0,05/01/2013,Q,W,"23,446"
Q1,Assault,Assault,2,05/01/2013,Q,W,"23,447"
Q1,Larceny-Theft,Larceny-Theft,23,05/01/2013,Q,W,"23,448"
Q1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,05/01/2013,Q,W,"23,449"
Q1,Burglary,Burglary,16,05/01/2013,Q,W,"23,450"
Q2,Homicide,Homicide,0,05/01/2013,Q,W,"23,451"
Q2,Rape,Rape,1,05/01/2013,Q,W,"23,452"
Q2,Robbery,Robbery,1,05/01/2013,Q,W,"23,453"
Q2,Assault,Assault,3,05/01/2013,Q,W,"23,454"
Q2,Larceny-Theft,Larceny-Theft,23,05/01/2013,Q,W,"23,455"
Q2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",19,05/01/2013,Q,W,"23,456"
Q2,Burglary,Burglary,26,05/01/2013,Q,W,"23,457"
Q3,Homicide,Homicide,0,05/01/2013,Q,W,"23,458"
Q3,Rape,Rape,0,05/01/2013,Q,W,"23,459"
Q3,Robbery,Robbery,2,05/01/2013,Q,W,"23,460"
Q3,Assault,Assault,4,05/01/2013,Q,W,"23,461"
Q3,Larceny-Theft,Larceny-Theft,25,05/01/2013,Q,W,"23,462"
Q3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",5,05/01/2013,Q,W,"23,463"
Q3,Burglary,Burglary,14,05/01/2013,Q,W,"23,464"
C1,Homicide,Homicide,0,05/01/2013,C,E,"23,465"
C1,Rape,Rape,0,05/01/2013,C,E,"23,466"
C1,Robbery,Robbery,0,05/01/2013,C,E,"23,467"
C1,Assault,Assault,1,05/01/2013,C,E,"23,468"
C1,Larceny-Theft,Larceny-Theft,23,05/01/2013,C,E,"23,469"
C1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",14,05/01/2013,C,E,"23,470"
C1,Burglary,Burglary,24,05/01/2013,C,E,"23,471"
C2,Homicide,Homicide,0,05/01/2013,C,E,"23,472"
C2,Rape,Rape,0,05/01/2013,C,E,"23,473"
C2,Robbery,Robbery,5,05/01/2013,C,E,"23,474"
C2,Assault,Assault,7,05/01/2013,C,E,"23,475"
C2,Larceny-Theft,Larceny-Theft,35,05/01/2013,C,E,"23,476"
C2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,05/01/2013,C,E,"23,477"
C2,Burglary,Burglary,7,05/01/2013,C,E,"23,478"
C3,Homicide,Homicide,0,05/01/2013,C,E,"23,479"
C3,Rape,Rape,0,05/01/2013,C,E,"23,480"
C3,Robbery,Robbery,1,05/01/2013,C,E,"23,481"
C3,Assault,Assault,0,05/01/2013,C,E,"23,482"
C3,Larceny-Theft,Larceny-Theft,19,05/01/2013,C,E,"23,483"
C3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,05/01/2013,C,E,"23,484"
C3,Burglary,Burglary,8,05/01/2013,C,E,"23,485"
E1,Homicide,Homicide,0,05/01/2013,E,E,"23,486"
E1,Rape,Rape,0,05/01/2013,E,E,"23,487"
E1,Robbery,Robbery,2,05/01/2013,E,E,"23,488"
E1,Assault,Assault,2,05/01/2013,E,E,"23,489"
E1,Larceny-Theft,Larceny-Theft,36,05/01/2013,E,E,"23,490"
E1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,05/01/2013,E,E,"23,491"
E1,Burglary,Burglary,15,05/01/2013,E,E,"23,492"
E2,Homicide,Homicide,0,05/01/2013,E,E,"23,493"
E2,Rape,Rape,0,05/01/2013,E,E,"23,494"
E2,Robbery,Robbery,3,05/01/2013,E,E,"23,495"
E2,Assault,Assault,4,05/01/2013,E,E,"23,496"
E2,Larceny-Theft,Larceny-Theft,56,05/01/2013,E,E,"23,497"
E2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",6,05/01/2013,E,E,"23,498"
E2,Burglary,Burglary,12,05/01/2013,E,E,"23,499"
E3,Homicide,Homicide,0,05/01/2013,E,E,"23,500"
E3,Rape,Rape,0,05/01/2013,E,E,"23,501"
E3,Robbery,Robbery,4,05/01/2013,E,E,"23,502"
E3,Assault,Assault,5,05/01/2013,E,E,"23,503"
E3,Larceny-Theft,Larceny-Theft,21,05/01/2013,E,E,"23,504"
E3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,E,E,"23,505"
E3,Burglary,Burglary,7,05/01/2013,E,E,"23,506"
G1,Homicide,Homicide,0,05/01/2013,G,E,"23,507"
G1,Rape,Rape,0,05/01/2013,G,E,"23,508"
G1,Robbery,Robbery,4,05/01/2013,G,E,"23,509"
G1,Assault,Assault,2,05/01/2013,G,E,"23,510"
G1,Larceny-Theft,Larceny-Theft,16,05/01/2013,G,E,"23,511"
G1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,G,E,"23,512"
G1,Burglary,Burglary,7,05/01/2013,G,E,"23,513"
G2,Homicide,Homicide,1,05/01/2013,G,E,"23,514"
G2,Rape,Rape,0,05/01/2013,G,E,"23,515"
G2,Robbery,Robbery,3,05/01/2013,G,E,"23,516"
G2,Assault,Assault,4,05/01/2013,G,E,"23,517"
G2,Larceny-Theft,Larceny-Theft,14,05/01/2013,G,E,"23,518"
G2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",1,05/01/2013,G,E,"23,519"
G2,Burglary,Burglary,8,05/01/2013,G,E,"23,520"
G3,Homicide,Homicide,0,05/01/2013,G,E,"23,521"
G3,Rape,Rape,1,05/01/2013,G,E,"23,522"
G3,Robbery,Robbery,3,05/01/2013,G,E,"23,523"
G3,Assault,Assault,3,05/01/2013,G,E,"23,524"
G3,Larceny-Theft,Larceny-Theft,20,05/01/2013,G,E,"23,525"
G3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,05/01/2013,G,E,"23,526"
G3,Burglary,Burglary,5,05/01/2013,G,E,"23,527"
O1,Homicide,Homicide,0,05/01/2013,O,SE,"23,528"
O1,Rape,Rape,0,05/01/2013,O,SE,"23,529"
O1,Robbery,Robbery,2,05/01/2013,O,SE,"23,530"
O1,Assault,Assault,4,05/01/2013,O,SE,"23,531"
O1,Larceny-Theft,Larceny-Theft,22,05/01/2013,O,SE,"23,532"
O1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",7,05/01/2013,O,SE,"23,533"
O1,Burglary,Burglary,10,05/01/2013,O,SE,"23,534"
O2,Homicide,Homicide,0,05/01/2013,O,SE,"23,535"
O2,Rape,Rape,0,05/01/2013,O,SE,"23,536"
O2,Robbery,Robbery,3,05/01/2013,O,SE,"23,537"
O2,Assault,Assault,1,05/01/2013,O,SE,"23,538"
O2,Larceny-Theft,Larceny-Theft,24,05/01/2013,O,SE,"23,539"
O2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,05/01/2013,O,SE,"23,540"
O2,Burglary,Burglary,9,05/01/2013,O,SE,"23,541"
O3,Homicide,Homicide,0,05/01/2013,O,SE,"23,542"
O3,Rape,Rape,0,05/01/2013,O,SE,"23,543"
O3,Robbery,Robbery,0,05/01/2013,O,SE,"23,544"
O3,Assault,Assault,4,05/01/2013,O,SE,"23,545"
O3,Larceny-Theft,Larceny-Theft,20,05/01/2013,O,SE,"23,546"
O3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,05/01/2013,O,SE,"23,547"
O3,Burglary,Burglary,5,05/01/2013,O,SE,"23,548"
R1,Homicide,Homicide,0,05/01/2013,R,SE,"23,549"
R1,Rape,Rape,0,05/01/2013,R,SE,"23,550"
R1,Robbery,Robbery,3,05/01/2013,R,SE,"23,551"
R1,Assault,Assault,7,05/01/2013,R,SE,"23,552"
R1,Larceny-Theft,Larceny-Theft,22,05/01/2013,R,SE,"23,553"
R1,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",8,05/01/2013,R,SE,"23,554"
R1,Burglary,Burglary,9,05/01/2013,R,SE,"23,555"
R2,Homicide,Homicide,0,05/01/2013,R,SE,"23,556"
R2,Rape,Rape,0,05/01/2013,R,SE,"23,557"
R2,Robbery,Robbery,11,05/01/2013,R,SE,"23,558"
R2,Assault,Assault,5,05/01/2013,R,SE,"23,559"
R2,Larceny-Theft,Larceny-Theft,23,05/01/2013,R,SE,"23,560"
R2,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",4,05/01/2013,R,SE,"23,561"
R2,Burglary,Burglary,19,05/01/2013,R,SE,"23,562"
R3,Homicide,Homicide,0,05/01/2013,R,SE,"23,563"
R3,Rape,Rape,0,05/01/2013,R,SE,"23,564"
R3,Robbery,Robbery,2,05/01/2013,R,SE,"23,565"
R3,Assault,Assault,1,05/01/2013,R,SE,"23,566"
R3,Larceny-Theft,Larceny-Theft,18,05/01/2013,R,SE,"23,567"
R3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle.",3,05/01/2013,R,SE,"23,568"
R3,Burglary,Burglary,9,05/01/2013,R,SE,"23,569"
